Document Title,Main Section,Parent item,Page Numbers,Type Main,Filing Status,Relevant Dates,Google Drive File,Priority,Notes,Document Link,Sub-item,Detail Type,Related Evidence,Related Form,Tags,Type Combined,crea,Last edited time
2.DS-260_SUPPORT_WhatsApp Image 2021-05-19 at 6.50.29 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-05-19 at 6.47.22 PM (1).jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-05-19 at 6.47.21 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_WhatsApp Image 2021-05-19 at 6.47.22 PM.jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Uber 1099 CJ Rice & Companies.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:51 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_SKM_224e16021909371.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_W2 Reprint_Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_SKM_224e16021909360.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Plea Agreement Shelby County.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_SKM_224e16021909370.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Joel_s w2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_JOEL w2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Joel Pay Stubs.jpg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_joel 1099 Crossroads.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Joel Pay Stubs 2.jpg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earn-Statement-2-5-16.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earn-Statement_Cody 2 of 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earn-Statement_Cody 1 of 2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earnings Statement.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earn-Statement (1).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:49 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earn-Statement.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earnings Statement (1).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earnings Statement (3).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Earnings Statement (2).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Cody Paystub 8-31.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Cody W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Cody Paystub 8-17.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Cody pay stub 9-14.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Case Search Details - Tennesse Charges.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Case Search Details_Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_Antecedente Penales - Honduras Background.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_20160201132831723.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_20200918-Joel-KY Court Record Pulled.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2021-Joel Antecedentes.jpg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:48 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2021-WhatsApp Image 2021-05-19 at 6.47.21 PM (1).jpeg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2017-0U628_A007_20170101_W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2016-W2 Versitech Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2017 - W2-Joel MS-IL.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
"2.DS-260_SUPPORT_2016-W2 Star Environmental, INC Joel.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2016-Cody W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2016-0U628_A007_20160101_W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2016-W2 Moyer Labor Joel.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2015-Star Environmental W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2016_Tax_Return.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2015-TaxReturn Joel&Cody.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2015-0U628_A007_20150101_W2.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2015-0U628_A007_20150101_W2 (2).pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:47 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2014-TaxReturn.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2014-Joel Tax Return.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_DS-260.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2013-W2 MSIL CODY.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2013-W2 IHOP 3308 INC.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2013-TaxReturn.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
2.DS-260_SUPPORT_2013-Joel Tax Return.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:46 AM","June 22, 2025 5:47 AM"
"2.ASYLUM_CASE06152011_The Frager Law Firm, P.c..pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:42 AM","June 22, 2025 5:47 AM"
"2.ASYLUM_CASE06152011_The Ffjager Law Firm, P.c..pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:42 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE06032017_The Illinois Department of Public Health has notified  .pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:42 AM","June 22, 2025 5:47 AM"
"2.ASYLUM_CASE05032013_Bradley, Jessica 5_3_2013 For Educational Use Only.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:42 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASEBIA-filing receipt for motion to reopen-11.8.17.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:42 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASElawyer info.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE03312018_Notice of Entry of Appearance as Attorney or Accredited.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASEAsylum Case 3 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASEAsylum Case 4 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASEAsylum Case 2 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASEAsylum Case 1 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
"2.ASYLUM_CASE09042013_Docket Text_ RESPONDENT BRIEF filed by Mr, Imran Raza Z.pdf",,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE09012011_U.S. Department of Justice_001.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE09012011_U.S. Department of Justice.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE08222011_U.S. Department of Justice_001.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE08292013_UNITED STATES COURT OF APPEALS FOR THE SIXTH CIRCUIT 10.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE08192013_UNITED STATES COURT OF APPEALS FOR THE SIXTH CIRCUIT 10.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE06172013_DISCLOSURE OF CORPORATE AFFILIATIONS AND FINANCIAL INTE.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE06212011_ADDRESS__001.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE06212011_ADDRESS_.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
2.ASYLUM_CASE08222011_U.S. Department of Justice.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:41 AM","June 22, 2025 5:47 AM"
1.4_TRAVELDOCS_Bond Paper.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_CODY_2024CHEKR.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE 1 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_BACKGROUND_HONDURAS_POLICE_CERTIFICATE_Translation.docx,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_2 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_Binder1.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_3 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_4 of 4.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:30 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_Binder1.txt,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:29 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_Contract for Legal Services Jamie AAL.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:29 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_ASYLUM_CASE_Memphis Lawyer.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:29 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_BACKGROUND_HONDURAS.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:22 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_BACKGROUND_HONDURAS.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:19 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_TENNESSE_CASE SUMMARY.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_Plea Agreement Shelby County.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_TENNESSE_GENERAL SESSIONS.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_Court_Record_15F00429.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_COURT RECORDS GUILTY PLEA.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_Anderson_Court_Lawrenceburg.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_MOTION TO ENTER GUILTY.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_KY_Court_Record.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:08 AM","June 22, 2025 5:47 AM"
1.5_BACKGROUNDS_JOEL_KY_CASE_KY crim case hrg info.pdf,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:07 AM","June 22, 2025 5:47 AM"
001_PERS-ID001_Joel Enhan Velasquez - I9 List A-images-0.jpg,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 9:05 AM","June 22, 2025 5:47 AM"
001_PERS-ID001.01-PASSPORT_JOEL_PASSPORT_E566484_2015,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 7:55 AM","June 22, 2025 5:47 AM"
001_PERS-ID001.04-1_IDS_JOEL_SSC,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 7:54 AM","June 22, 2025 5:47 AM"
001_PERS-ID001.04-IDS_SSA RECEIPT NAME CHANGE CODY,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 7:45 AM","June 22, 2025 5:47 AM"
1301.20151019-PERS-MARR-20151019-MARRIAGE CERTIFICATE,,,,,Not Started,,,,,,,,,,,--,"November 13, 2024 7:44 AM","June 22, 2025 5:47 AM"
